"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/02/2024","AQS","011011002","3","10.3","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/03/2024","AQS","011011002","3","2.2","ug/m3 LC","12","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/04/2024","AQS","011011002","3","2.7","ug/m3 LC","15","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/05/2024","AQS","011011002","3","9.3","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/06/2024","AQS","011011002","3","8.2","ug/m3 LC","46","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/07/2024","AQS","011011002","3","11.3","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/08/2024","AQS","011011002","3","12.4","ug/m3 LC","57","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/09/2024","AQS","011011002","3","10.8","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/10/2024","AQS","011011002","3","7.1","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/11/2024","AQS","011011002","3","2.6","ug/m3 LC","14","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/12/2024","AQS","011011002","3","3.2","ug/m3 LC","18","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/13/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/14/2024","AQS","011011002","3","8.2","ug/m3 LC","46","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/15/2024","AQS","011011002","3","7.9","ug/m3 LC","44","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/16/2024","AQS","011011002","3","15.7","ug/m3 LC","63","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/17/2024","AQS","011011002","3","9.3","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/18/2024","AQS","011011002","3","9.5","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/19/2024","AQS","011011002","3","10.9","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/20/2024","AQS","011011002","3","11.6","ug/m3 LC","56","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/21/2024","AQS","011011002","3","3.1","ug/m3 LC","17","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/22/2024","AQS","011011002","3","4.1","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/23/2024","AQS","011011002","3","8.8","ug/m3 LC","49","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/24/2024","AQS","011011002","3","10.3","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/25/2024","AQS","011011002","3","11.4","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/26/2024","AQS","011011002","3","11.3","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/27/2024","AQS","011011002","3","9.1","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/28/2024","AQS","011011002","3","5.2","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/29/2024","AQS","011011002","3","7","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"04/30/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/01/2024","AQS","011011002","3","5.7","ug/m3 LC","32","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/02/2024","AQS","011011002","3","7.8","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/03/2024","AQS","011011002","3","8.3","ug/m3 LC","46","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/04/2024","AQS","011011002","3","7.9","ug/m3 LC","44","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/05/2024","AQS","011011002","3","9","ug/m3 LC","50","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/06/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/07/2024","AQS","011011002","3","7.8","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/08/2024","AQS","011011002","3","7.1","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/09/2024","AQS","011011002","3","9.6","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/10/2024","AQS","011011002","3","5","ug/m3 LC","28","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/11/2024","AQS","011011002","3","4.2","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/12/2024","AQS","011011002","3","8.1","ug/m3 LC","45","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/13/2024","AQS","011011002","3","8.8","ug/m3 LC","49","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/14/2024","AQS","011011002","3","5.4","ug/m3 LC","30","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/15/2024","AQS","011011002","3","5.8","ug/m3 LC","32","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/16/2024","AQS","011011002","3","8.2","ug/m3 LC","46","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/17/2024","AQS","011011002","3","5.2","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/18/2024","AQS","011011002","3","4.1","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/19/2024","AQS","011011002","3","3.6","ug/m3 LC","20","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/20/2024","AQS","011011002","3","3.8","ug/m3 LC","21","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/21/2024","AQS","011011002","3","6.3","ug/m3 LC","35","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/22/2024","AQS","011011002","3","9.1","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/23/2024","AQS","011011002","3","8.1","ug/m3 LC","45","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/24/2024","AQS","011011002","3","9.5","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/25/2024","AQS","011011002","3","8.5","ug/m3 LC","47","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/26/2024","AQS","011011002","3","9.3","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/27/2024","AQS","011011002","3","9.5","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/28/2024","AQS","011011002","3","6.8","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/29/2024","AQS","011011002","3","5.3","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/30/2024","AQS","011011002","3","7.3","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"05/31/2024","AQS","011011002","3","7.8","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/01/2024","AQS","011011002","3","7.3","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/02/2024","AQS","011011002","3","5","ug/m3 LC","28","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/03/2024","AQS","011011002","3","4.1","ug/m3 LC","23","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/04/2024","AQS","011011002","3","4.3","ug/m3 LC","24","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/05/2024","AQS","011011002","3","5.9","ug/m3 LC","33","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/06/2024","AQS","011011002","3","7","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/07/2024","AQS","011011002","3","7.8","ug/m3 LC","43","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/08/2024","AQS","011011002","3","7.3","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/09/2024","AQS","011011002","3","11.3","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/10/2024","AQS","011011002","3","8.7","ug/m3 LC","48","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/11/2024","AQS","011011002","3","8","ug/m3 LC","44","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/12/2024","AQS","011011002","3","10.3","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/13/2024","AQS","011011002","3","11.2","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/14/2024","AQS","011011002","3","11.5","ug/m3 LC","55","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/18/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/19/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/20/2024","AQS","011011002","3","7","ug/m3 LC","39","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/21/2024","AQS","011011002","3","9.3","ug/m3 LC","51","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/22/2024","AQS","011011002","3","9.8","ug/m3 LC","52","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/23/2024","AQS","011011002","3","10.8","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/24/2024","AQS","011011002","3","10.3","ug/m3 LC","53","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/25/2024","AQS","011011002","3","6.6","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/26/2024","AQS","011011002","3","10.5","ug/m3 LC","54","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/27/2024","AQS","011011002","3","5.6","ug/m3 LC","31","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/28/2024","AQS","011011002","3","6.9","ug/m3 LC","38","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/29/2024","AQS","011011002","3","5.4","ug/m3 LC","30","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"06/30/2024","AQS","011011002","3","6.7","ug/m3 LC","37","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/01/2024","AQS","011011002","3","7.6","ug/m3 LC","42","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/02/2024","AQS","011011002","3","7.3","ug/m3 LC","41","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/03/2024","AQS","011011002","3","5.5","ug/m3 LC","31","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/04/2024","AQS","011011002","3","6.2","ug/m3 LC","34","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/05/2024","AQS","011011002","3","6.5","ug/m3 LC","36","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/06/2024","AQS","011011002","3","5.3","ug/m3 LC","29","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
"07/07/2024","AQS","011011002","3","4.6","ug/m3 LC","26","MOMS, ADEM","1","100.0000","88101","PM2.5 - Local Conditions","209","Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C","33860","Montgomery, AL","01","Alabama","101","Montgomery","32.4128110008542","-86.263394"
